id,sample_id,fertility_score,ph_score,organic_matter_score,nutrient_score,physical_property_score,comprehensive_grade,limiting_factors,improvement_suggestions,assessment_date,assessor,created_at
1601,1601,80.1,87.51,69.58,84.66,87.1,良,有机质含量偏低,合理施用石灰，调节土壤pH值,2023-08-18,陈博士,2022-09-26 11:10:05
1602,1602,60.42,80.02,78.73,77.85,90.37,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2024-06-21,张教授,2024-11-07 07:41:37
1603,1603,87.67,81.0,79.39,75.73,86.78,良,无明显限制因子,合理施用石灰，调节土壤pH值,2023-05-19,张教授,2022-06-23 09:32:21
1604,1604,83.03,85.3,72.98,72.34,82.61,良,养分不平衡,科学施肥，平衡土壤养分,2023-02-18,陈博士,2024-02-05 07:00:31
1605,1605,88.67,71.61,72.93,83.47,88.58,良,pH值偏离适宜范围,轮作倒茬，维护土壤生态平衡,2022-12-08,赵工程师,2024-08-05 10:07:39
1606,1606,78.41,70.69,66.18,84.94,91.71,良,pH值偏离适宜范围; 有机质含量偏低,科学施肥，平衡土壤养分,2023-05-16,张教授,2025-03-28 01:15:57
1607,1607,73.89,78.71,74.99,73.26,88.13,良,养分不平衡,科学施肥，平衡土壤养分,2023-12-15,陈博士,2023-06-26 19:24:31
1608,1608,68.94,82.56,75.06,84.41,76.16,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2024-04-10,李专家,2024-07-19 00:02:13
1609,1609,89.61,84.75,76.76,72.54,85.66,良,养分不平衡,合理施用石灰，调节土壤pH值,2025-04-07,王研究员,2022-07-25 04:47:26
1610,1610,63.58,80.41,66.02,81.7,76.27,中,有机质含量偏低,增施有机肥，提高土壤有机质含量,2024-11-09,赵工程师,2025-03-14 15:10:34
1611,1611,71.78,70.26,77.9,81.4,81.61,良,pH值偏离适宜范围,科学施肥，平衡土壤养分,2024-07-27,赵工程师,2024-01-24 02:23:54
1612,1612,81.24,84.34,69.77,76.59,75.31,良,有机质含量偏低,科学施肥，平衡土壤养分,2024-10-29,张教授,2025-05-29 03:55:59
1613,1613,90.54,74.52,79.52,86.61,78.2,良,pH值偏离适宜范围,增施有机肥，提高土壤有机质含量,2025-02-07,王研究员,2025-05-21 11:03:43
1614,1614,91.33,83.52,71.89,83.19,81.32,良,无明显限制因子,合理施用石灰，调节土壤pH值,2023-10-10,张教授,2025-05-06 02:07:43
1615,1615,72.77,79.12,72.4,71.9,88.8,良,养分不平衡,科学施肥，平衡土壤养分,2024-07-22,李专家,2025-03-04 10:15:26
1616,1616,77.16,86.67,68.98,80.8,82.28,良,有机质含量偏低,增施有机肥，提高土壤有机质含量,2022-08-10,王研究员,2024-09-04 18:35:00
1617,1617,81.65,87.17,66.74,74.09,89.38,良,有机质含量偏低; 养分不平衡,轮作倒茬，维护土壤生态平衡,2024-01-29,张教授,2024-05-16 16:08:14
1618,1618,60.15,74.74,70.42,77.22,86.26,中,pH值偏离适宜范围,深耕松土，改善土壤结构,2024-10-20,赵工程师,2024-07-27 13:23:41
1619,1619,78.81,70.26,84.14,71.07,80.35,良,pH值偏离适宜范围; 养分不平衡,深耕松土，改善土壤结构,2022-12-03,陈博士,2025-04-12 13:27:47
1620,1620,65.6,81.66,68.04,81.62,85.09,良,有机质含量偏低,深耕松土，改善土壤结构,2023-04-10,赵工程师,2024-06-01 10:48:59
1621,1621,61.48,78.13,74.37,85.97,87.0,良,无明显限制因子,合理施用石灰，调节土壤pH值,2022-09-27,陈博士,2023-10-16 21:06:00
1622,1622,73.75,86.84,75.89,85.55,88.54,良,无明显限制因子,合理施用石灰，调节土壤pH值,2022-12-12,张教授,2025-03-20 06:39:43
1623,1623,78.69,86.26,69.87,78.54,81.46,良,有机质含量偏低,轮作倒茬，维护土壤生态平衡,2023-06-27,王研究员,2023-08-01 11:51:29
1624,1624,89.88,79.32,70.83,77.29,80.49,良,无明显限制因子,科学施肥，平衡土壤养分,2023-02-06,张教授,2024-07-18 03:06:39
1625,1625,79.12,83.17,72.33,83.85,82.2,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2023-05-31,张教授,2024-09-28 02:22:51
1626,1626,87.3,78.55,80.22,76.64,79.61,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2025-01-04,王研究员,2024-12-07 19:31:47
1627,1627,74.12,77.77,73.78,71.33,82.04,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2023-05-01,王研究员,2022-12-01 22:31:58
1628,1628,85.47,79.21,75.79,87.76,79.75,良,无明显限制因子,科学施肥，平衡土壤养分,2024-09-30,赵工程师,2024-10-08 18:15:28
1629,1629,73.68,79.49,82.54,70.88,78.3,良,养分不平衡,合理施用石灰，调节土壤pH值,2024-07-18,王研究员,2024-10-24 11:18:33
1630,1630,91.41,71.55,82.85,87.4,81.75,良,pH值偏离适宜范围,深耕松土，改善土壤结构,2024-11-20,陈博士,2023-09-16 18:33:10
1631,1631,73.33,88.75,82.87,76.75,75.01,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2023-11-25,陈博士,2024-06-04 03:34:43
1632,1632,61.69,78.13,79.64,87.06,80.54,良,无明显限制因子,深耕松土，改善土壤结构,2023-11-14,王研究员,2024-09-14 12:12:09
1633,1633,61.6,72.34,72.8,81.96,83.44,中,pH值偏离适宜范围,轮作倒茬，维护土壤生态平衡,2023-12-30,李专家,2025-05-12 05:12:51
1634,1634,68.09,73.0,77.77,87.91,89.63,良,pH值偏离适宜范围,深耕松土，改善土壤结构,2024-02-24,王研究员,2024-10-20 08:30:09
1635,1635,77.03,80.38,65.38,87.35,88.43,良,有机质含量偏低,轮作倒茬，维护土壤生态平衡,2023-11-19,陈博士,2025-05-03 08:11:30
1636,1636,65.17,81.6,75.43,77.35,82.48,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2023-09-04,张教授,2023-01-14 04:44:34
1637,1637,77.38,72.96,68.81,82.7,90.67,良,pH值偏离适宜范围; 有机质含量偏低,科学施肥，平衡土壤养分,2023-05-11,王研究员,2025-04-16 11:04:39
1638,1638,76.93,70.94,82.99,83.58,75.04,良,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2024-04-09,陈博士,2022-09-11 03:16:17
1639,1639,69.03,82.7,72.57,73.38,76.21,中,养分不平衡,轮作倒茬，维护土壤生态平衡,2023-02-26,王研究员,2023-08-20 00:39:50
1640,1640,81.96,84.1,76.11,74.43,75.08,良,养分不平衡,深耕松土，改善土壤结构,2022-10-07,张教授,2022-07-27 06:24:17
1641,1641,74.05,77.69,72.55,85.9,78.61,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2023-11-13,王研究员,2022-07-07 22:23:00
1642,1642,81.89,78.15,70.46,87.72,84.83,良,无明显限制因子,深耕松土，改善土壤结构,2023-04-14,李专家,2022-09-15 20:11:43
1643,1643,71.22,70.54,84.6,71.79,77.51,良,pH值偏离适宜范围; 养分不平衡,增施有机肥，提高土壤有机质含量,2023-11-25,赵工程师,2024-06-28 20:53:14
1644,1644,69.82,86.96,70.99,87.3,84.11,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2023-09-22,李专家,2024-12-21 18:12:05
1645,1645,63.88,75.12,66.95,76.52,82.48,中,有机质含量偏低,增施有机肥，提高土壤有机质含量,2024-03-29,陈博士,2023-06-26 21:11:53
1646,1646,90.08,75.14,65.92,86.55,76.13,良,有机质含量偏低,合理施用石灰，调节土壤pH值,2023-06-12,王研究员,2025-05-10 00:10:33
1647,1647,61.81,86.52,70.12,70.19,78.44,中,养分不平衡,科学施肥，平衡土壤养分,2024-02-04,王研究员,2024-11-24 16:42:33
1648,1648,94.62,82.73,82.89,80.14,90.71,优,无明显限制因子,科学施肥，平衡土壤养分,2025-05-13,王研究员,2023-07-27 15:40:36
1649,1649,80.09,85.62,82.56,82.32,86.44,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-07-11,王研究员,2024-10-13 09:59:12
1650,1650,88.67,79.02,80.06,72.76,90.52,良,养分不平衡,合理施用石灰，调节土壤pH值,2023-08-24,王研究员,2024-08-25 12:00:15
1651,1651,72.7,87.65,77.28,79.09,84.06,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2023-02-28,李专家,2024-11-24 10:57:17
1652,1652,89.5,82.72,80.99,81.59,83.91,良,无明显限制因子,科学施肥，平衡土壤养分,2024-11-22,王研究员,2025-01-08 19:42:27
1653,1653,66.68,86.93,70.51,70.78,86.45,良,养分不平衡,科学施肥，平衡土壤养分,2022-08-27,王研究员,2023-01-28 09:26:21
1654,1654,75.71,82.95,84.68,77.51,87.14,良,无明显限制因子,深耕松土，改善土壤结构,2023-10-28,王研究员,2023-09-28 11:00:14
1655,1655,82.28,74.4,73.16,73.06,88.68,良,pH值偏离适宜范围; 养分不平衡,深耕松土，改善土壤结构,2022-11-21,陈博士,2025-04-19 21:56:13
1656,1656,89.87,81.32,80.36,83.32,91.52,优,无明显限制因子,科学施肥，平衡土壤养分,2025-04-05,陈博士,2024-12-30 10:04:02
1657,1657,86.77,72.27,82.05,81.6,86.23,良,pH值偏离适宜范围,科学施肥，平衡土壤养分,2024-04-22,王研究员,2024-05-05 07:39:05
1658,1658,65.2,74.55,69.24,82.47,82.65,中,pH值偏离适宜范围; 有机质含量偏低,增施有机肥，提高土壤有机质含量,2023-05-04,陈博士,2025-01-23 12:31:40
1659,1659,64.82,88.76,66.76,83.54,80.25,良,有机质含量偏低,合理施用石灰，调节土壤pH值,2024-06-03,陈博士,2023-06-24 17:46:24
1660,1660,62.47,71.09,67.02,73.02,86.01,中,pH值偏离适宜范围; 有机质含量偏低; 养分不平衡,轮作倒茬，维护土壤生态平衡,2023-08-01,李专家,2024-09-15 05:40:08
1661,1661,62.73,80.19,81.72,82.35,77.93,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2024-09-26,赵工程师,2022-11-20 07:41:56
1662,1662,76.48,70.73,71.77,78.49,89.33,良,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2023-02-04,王研究员,2023-06-12 16:51:24
1663,1663,60.27,80.65,78.69,72.09,81.16,中,养分不平衡,深耕松土，改善土壤结构,2024-12-26,王研究员,2024-11-22 23:58:49
1664,1664,78.18,86.41,83.2,83.26,78.32,良,无明显限制因子,合理施用石灰，调节土壤pH值,2023-10-19,赵工程师,2022-07-15 20:04:16
1665,1665,90.26,70.0,72.25,82.27,80.35,良,pH值偏离适宜范围,轮作倒茬，维护土壤生态平衡,2023-07-07,陈博士,2024-06-24 14:27:10
1666,1666,94.45,74.95,70.65,75.77,86.35,良,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2024-05-22,张教授,2023-09-24 11:16:52
1667,1667,87.94,78.91,67.66,72.09,76.18,良,有机质含量偏低; 养分不平衡,增施有机肥，提高土壤有机质含量,2024-06-26,王研究员,2022-07-25 00:29:36
1668,1668,79.57,72.48,71.77,77.43,75.01,良,pH值偏离适宜范围,增施有机肥，提高土壤有机质含量,2023-01-04,张教授,2025-01-31 14:21:45
1669,1669,66.45,86.68,72.14,72.34,84.02,良,养分不平衡,深耕松土，改善土壤结构,2024-10-04,陈博士,2025-02-02 11:09:08
1670,1670,81.94,78.55,77.8,77.58,76.85,良,无明显限制因子,科学施肥，平衡土壤养分,2022-11-15,王研究员,2023-09-19 20:15:13
1671,1671,78.87,84.45,76.05,75.62,78.56,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-08-28,王研究员,2023-10-17 06:46:34
1672,1672,67.35,80.32,83.98,75.07,79.48,良,无明显限制因子,合理施用石灰，调节土壤pH值,2024-04-09,张教授,2023-06-22 12:02:40
1673,1673,78.48,89.75,76.39,76.53,77.52,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2023-06-11,王研究员,2023-11-27 14:50:33
1674,1674,82.1,85.25,69.93,70.66,76.62,良,有机质含量偏低; 养分不平衡,深耕松土，改善土壤结构,2022-10-01,张教授,2022-12-26 17:50:48
1675,1675,76.63,85.2,79.4,72.12,82.36,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2022-11-27,张教授,2023-01-22 19:34:24
1676,1676,92.25,82.92,82.69,75.06,83.4,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2024-06-19,陈博士,2025-01-15 12:53:32
1677,1677,64.75,86.77,83.34,83.84,87.21,良,无明显限制因子,深耕松土，改善土壤结构,2025-02-05,张教授,2023-06-28 01:51:57
1678,1678,65.68,89.49,79.65,84.31,75.74,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-12-05,赵工程师,2023-12-29 07:56:36
1679,1679,87.73,86.82,65.85,74.72,82.45,良,有机质含量偏低; 养分不平衡,合理施用石灰，调节土壤pH值,2024-05-07,赵工程师,2025-03-27 11:48:39
1680,1680,93.32,84.32,65.56,72.35,86.42,良,有机质含量偏低; 养分不平衡,增施有机肥，提高土壤有机质含量,2024-03-25,张教授,2024-04-21 19:07:37
1681,1681,68.13,71.4,74.38,72.82,77.91,中,pH值偏离适宜范围; 养分不平衡,合理施用石灰，调节土壤pH值,2023-11-20,张教授,2024-06-25 04:51:39
1682,1682,90.09,73.24,79.35,83.72,76.34,良,pH值偏离适宜范围,轮作倒茬，维护土壤生态平衡,2023-11-16,王研究员,2023-10-29 16:01:17
1683,1683,88.81,89.65,81.25,78.66,90.84,优,无明显限制因子,深耕松土，改善土壤结构,2024-11-13,赵工程师,2024-03-24 14:21:35
1684,1684,76.51,85.64,73.13,72.67,82.43,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2025-01-22,王研究员,2023-12-14 04:07:08
1685,1685,66.89,85.23,80.22,81.82,77.92,良,无明显限制因子,深耕松土，改善土壤结构,2024-07-11,张教授,2022-08-26 16:44:41
1686,1686,79.53,81.94,77.32,81.88,77.46,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-06-30,赵工程师,2025-01-05 08:32:52
1687,1687,82.9,78.31,71.87,80.44,87.58,良,无明显限制因子,科学施肥，平衡土壤养分,2024-08-11,王研究员,2023-11-17 17:18:25
1688,1688,80.39,79.87,83.45,79.72,77.39,良,无明显限制因子,深耕松土，改善土壤结构,2023-07-09,赵工程师,2025-01-31 06:31:32
1689,1689,78.61,77.77,72.4,73.02,78.65,良,养分不平衡,合理施用石灰，调节土壤pH值,2024-09-12,陈博士,2024-02-28 02:03:03
1690,1690,90.17,79.15,66.23,78.71,83.1,良,有机质含量偏低,轮作倒茬，维护土壤生态平衡,2023-10-09,李专家,2023-10-16 01:36:54
1691,1691,63.15,87.05,70.88,71.77,88.13,良,养分不平衡,科学施肥，平衡土壤养分,2024-02-21,赵工程师,2024-03-24 09:18:46
1692,1692,65.56,72.2,78.53,79.32,86.37,良,pH值偏离适宜范围,深耕松土，改善土壤结构,2024-03-22,赵工程师,2024-06-13 18:43:23
1693,1693,85.33,85.21,67.55,70.7,83.49,良,有机质含量偏低; 养分不平衡,科学施肥，平衡土壤养分,2022-07-01,李专家,2025-03-25 12:21:39
1694,1694,61.78,72.49,79.4,80.02,82.49,良,pH值偏离适宜范围,增施有机肥，提高土壤有机质含量,2025-02-21,陈博士,2023-10-26 13:20:56
1695,1695,69.26,87.26,83.35,73.0,90.15,良,养分不平衡,科学施肥，平衡土壤养分,2024-11-23,陈博士,2024-05-29 20:04:36
1696,1696,63.88,82.51,70.48,82.94,91.57,良,无明显限制因子,合理施用石灰，调节土壤pH值,2023-03-29,王研究员,2024-10-06 05:13:21
1697,1697,65.1,81.04,81.23,78.27,87.12,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2023-04-29,李专家,2023-11-04 01:22:57
1698,1698,88.81,89.58,70.61,72.42,78.52,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2023-03-19,陈博士,2023-05-11 08:43:36
1699,1699,81.54,83.82,84.71,72.74,77.37,良,养分不平衡,增施有机肥，提高土壤有机质含量,2025-02-02,张教授,2022-08-22 14:48:50
1700,1700,81.19,78.34,83.34,77.64,82.72,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2023-11-03,王研究员,2024-08-13 02:15:40
1701,1701,64.75,74.5,68.01,74.39,86.98,中,pH值偏离适宜范围; 有机质含量偏低; 养分不平衡,深耕松土，改善土壤结构,2023-08-06,赵工程师,2024-07-18 22:36:41
1702,1702,82.17,76.25,76.69,85.33,81.42,良,无明显限制因子,深耕松土，改善土壤结构,2024-07-22,张教授,2022-09-18 15:10:19
1703,1703,67.98,85.37,78.17,72.94,85.51,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2023-03-06,赵工程师,2024-01-26 08:45:24
1704,1704,62.8,87.73,78.25,79.97,79.08,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2022-07-31,张教授,2024-11-25 17:16:26
1705,1705,74.85,87.25,69.32,77.68,77.28,良,有机质含量偏低,增施有机肥，提高土壤有机质含量,2024-01-30,陈博士,2023-07-26 19:02:32
1706,1706,85.88,73.3,67.44,84.17,89.52,良,pH值偏离适宜范围; 有机质含量偏低,轮作倒茬，维护土壤生态平衡,2024-01-09,赵工程师,2022-11-08 23:25:54
1707,1707,83.63,88.92,75.63,83.99,78.73,良,无明显限制因子,科学施肥，平衡土壤养分,2023-05-26,赵工程师,2023-07-20 23:03:14
1708,1708,60.57,86.68,68.98,71.63,76.19,中,有机质含量偏低; 养分不平衡,合理施用石灰，调节土壤pH值,2022-06-14,陈博士,2022-08-22 06:47:40
1709,1709,65.25,84.33,84.73,71.89,91.17,良,养分不平衡,合理施用石灰，调节土壤pH值,2024-05-20,张教授,2023-07-29 15:51:01
1710,1710,71.76,82.66,79.39,81.86,91.03,良,无明显限制因子,科学施肥，平衡土壤养分,2023-05-25,李专家,2023-01-18 22:57:59
1711,1711,62.42,87.43,65.17,83.32,89.34,良,有机质含量偏低,增施有机肥，提高土壤有机质含量,2023-11-24,张教授,2024-05-03 14:20:09
1712,1712,83.53,70.47,69.6,70.42,76.24,中,pH值偏离适宜范围; 有机质含量偏低; 养分不平衡,深耕松土，改善土壤结构,2023-03-19,张教授,2022-10-27 09:51:58
1713,1713,73.71,86.67,74.12,86.0,88.49,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2023-02-05,李专家,2024-12-14 13:38:10
1714,1714,89.48,85.63,69.06,70.08,88.5,良,有机质含量偏低; 养分不平衡,科学施肥，平衡土壤养分,2025-01-04,张教授,2022-12-26 04:36:56
1715,1715,61.1,83.11,79.31,85.33,84.76,良,无明显限制因子,科学施肥，平衡土壤养分,2023-04-07,赵工程师,2023-01-25 22:23:24
1716,1716,68.64,83.47,66.55,70.84,84.44,中,有机质含量偏低; 养分不平衡,科学施肥，平衡土壤养分,2023-01-16,张教授,2024-12-04 07:18:09
1717,1717,90.06,73.5,80.8,75.32,79.79,良,pH值偏离适宜范围,深耕松土，改善土壤结构,2024-11-29,张教授,2024-12-23 19:41:44
1718,1718,83.92,84.33,80.67,79.3,79.97,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2023-06-20,赵工程师,2023-01-13 13:04:21
1719,1719,67.63,89.63,78.43,85.15,91.73,良,无明显限制因子,深耕松土，改善土壤结构,2023-11-23,张教授,2022-10-31 03:02:58
1720,1720,77.94,81.24,83.54,85.28,85.09,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-12-10,李专家,2025-02-06 13:41:48
1721,1721,73.52,89.16,71.78,83.11,80.2,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2022-12-04,李专家,2022-09-11 08:46:13
1722,1722,73.32,74.99,84.84,75.87,80.55,良,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2024-11-24,王研究员,2024-01-12 04:03:10
1723,1723,61.79,85.63,81.8,79.07,79.7,良,无明显限制因子,合理施用石灰，调节土壤pH值,2024-01-24,张教授,2023-01-03 07:55:30
1724,1724,84.95,79.49,70.28,87.91,80.8,良,无明显限制因子,科学施肥，平衡土壤养分,2025-05-14,王研究员,2024-08-26 06:22:12
1725,1725,65.57,80.35,72.43,78.48,87.77,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2024-11-27,李专家,2022-09-25 10:01:18
1726,1726,68.07,73.43,67.18,77.92,90.6,良,pH值偏离适宜范围; 有机质含量偏低,轮作倒茬，维护土壤生态平衡,2022-07-19,赵工程师,2023-03-24 11:30:54
1727,1727,75.36,88.01,81.33,85.93,77.27,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-09-04,陈博士,2024-11-20 11:00:04
1728,1728,74.98,72.84,80.9,74.69,82.08,良,pH值偏离适宜范围; 养分不平衡,轮作倒茬，维护土壤生态平衡,2024-05-10,赵工程师,2025-05-09 03:55:22
1729,1729,90.48,89.58,67.1,77.18,86.51,良,有机质含量偏低,深耕松土，改善土壤结构,2025-04-03,赵工程师,2025-05-17 09:39:41
1730,1730,67.75,76.63,75.75,87.03,87.14,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2025-01-26,赵工程师,2024-01-19 17:58:29
1731,1731,87.76,74.89,68.91,71.24,88.19,良,pH值偏离适宜范围; 有机质含量偏低; 养分不平衡,合理施用石灰，调节土壤pH值,2023-06-24,李专家,2022-06-20 21:34:46
1732,1732,64.39,80.01,69.66,86.91,90.2,良,有机质含量偏低,合理施用石灰，调节土壤pH值,2024-06-22,赵工程师,2023-07-24 00:14:57
1733,1733,75.89,75.78,65.68,75.69,84.42,良,有机质含量偏低,增施有机肥，提高土壤有机质含量,2022-10-05,陈博士,2024-12-11 12:17:45
1734,1734,81.43,70.61,82.85,83.21,77.27,良,pH值偏离适宜范围,轮作倒茬，维护土壤生态平衡,2023-04-23,赵工程师,2024-08-27 05:30:20
1735,1735,62.2,86.51,78.65,78.78,82.15,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-03-12,张教授,2024-07-21 14:00:28
1736,1736,61.51,73.13,67.58,84.78,75.59,中,pH值偏离适宜范围; 有机质含量偏低,合理施用石灰，调节土壤pH值,2025-03-14,陈博士,2024-04-16 18:01:25
1737,1737,77.97,73.77,70.39,70.06,78.0,中,pH值偏离适宜范围; 养分不平衡,增施有机肥，提高土壤有机质含量,2024-03-06,张教授,2023-01-10 19:58:35
1738,1738,92.59,76.47,81.18,84.4,90.02,良,无明显限制因子,深耕松土，改善土壤结构,2022-12-24,陈博士,2023-03-23 23:30:56
1739,1739,69.36,87.48,74.59,87.53,86.35,良,无明显限制因子,合理施用石灰，调节土壤pH值,2025-03-29,李专家,2024-01-16 23:40:21
1740,1740,65.27,78.93,66.37,77.13,78.77,中,有机质含量偏低,合理施用石灰，调节土壤pH值,2023-11-01,王研究员,2023-03-18 12:39:02
1741,1741,80.19,80.27,80.29,71.78,80.16,良,养分不平衡,合理施用石灰，调节土壤pH值,2022-10-15,张教授,2024-11-03 01:02:19
1742,1742,73.16,72.46,69.41,83.32,87.42,良,pH值偏离适宜范围; 有机质含量偏低,深耕松土，改善土壤结构,2024-03-08,王研究员,2024-05-12 06:19:19
1743,1743,62.65,72.89,82.6,78.27,85.0,良,pH值偏离适宜范围,深耕松土，改善土壤结构,2025-05-28,陈博士,2022-11-26 01:37:13
1744,1744,65.2,78.71,67.36,70.2,85.16,中,有机质含量偏低; 养分不平衡,增施有机肥，提高土壤有机质含量,2022-11-22,陈博士,2024-12-28 13:39:31
1745,1745,83.53,78.24,83.37,71.98,90.97,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2022-10-27,张教授,2024-04-12 17:12:14
1746,1746,68.32,76.83,71.19,79.39,87.28,良,无明显限制因子,合理施用石灰，调节土壤pH值,2024-01-16,王研究员,2023-03-26 17:40:42
1747,1747,65.6,89.79,78.25,75.71,78.94,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-02-14,张教授,2023-07-24 09:17:06
1748,1748,83.62,87.6,74.73,87.37,77.13,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2023-09-08,赵工程师,2022-12-01 15:12:35
1749,1749,63.81,77.86,75.47,79.95,82.96,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2023-07-31,赵工程师,2024-09-14 17:23:13
1750,1750,64.7,81.26,69.99,77.4,85.73,良,有机质含量偏低,增施有机肥，提高土壤有机质含量,2024-01-16,陈博士,2023-03-22 19:19:28
1751,1751,93.49,88.02,84.94,85.86,77.96,优,无明显限制因子,深耕松土，改善土壤结构,2025-02-10,李专家,2024-02-19 13:25:24
1752,1752,71.39,85.73,67.53,85.76,89.99,良,有机质含量偏低,科学施肥，平衡土壤养分,2023-11-20,陈博士,2022-10-03 21:51:38
1753,1753,80.84,81.86,73.24,81.7,89.81,良,无明显限制因子,合理施用石灰，调节土壤pH值,2024-12-27,张教授,2024-09-03 15:31:15
1754,1754,88.25,81.53,74.76,74.06,75.97,良,养分不平衡,合理施用石灰，调节土壤pH值,2022-11-30,陈博士,2023-02-24 23:51:53
1755,1755,78.69,79.91,70.11,86.58,76.47,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2022-12-15,陈博士,2023-12-12 03:26:04
1756,1756,64.37,81.07,82.75,76.16,81.74,良,无明显限制因子,深耕松土，改善土壤结构,2023-01-21,王研究员,2024-12-23 13:52:44
1757,1757,62.15,85.26,81.14,87.33,86.25,良,无明显限制因子,深耕松土，改善土壤结构,2023-12-21,赵工程师,2025-05-07 11:49:20
1758,1758,93.28,76.6,77.82,84.46,88.28,良,无明显限制因子,合理施用石灰，调节土壤pH值,2025-05-16,李专家,2022-08-21 15:31:53
1759,1759,83.44,82.12,75.83,79.7,87.14,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2023-07-08,张教授,2023-03-24 18:04:53
1760,1760,80.04,83.63,72.37,76.91,87.19,良,无明显限制因子,合理施用石灰，调节土壤pH值,2022-09-19,张教授,2024-01-01 09:18:54
1761,1761,92.0,81.06,80.45,72.82,75.78,良,养分不平衡,科学施肥，平衡土壤养分,2023-12-14,张教授,2025-01-21 19:27:33
1762,1762,66.91,73.81,65.6,84.98,89.19,良,pH值偏离适宜范围; 有机质含量偏低,科学施肥，平衡土壤养分,2023-07-06,王研究员,2024-02-09 05:36:44
1763,1763,90.17,88.62,82.87,75.92,79.02,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2023-06-04,赵工程师,2022-11-19 13:59:57
1764,1764,94.04,78.82,68.92,75.78,84.65,良,有机质含量偏低,增施有机肥，提高土壤有机质含量,2023-08-16,赵工程师,2025-03-09 20:26:45
1765,1765,73.95,74.67,82.77,78.56,85.04,良,pH值偏离适宜范围,科学施肥，平衡土壤养分,2024-11-09,王研究员,2023-09-18 18:29:29
1766,1766,76.52,84.95,68.4,77.03,82.45,良,有机质含量偏低,增施有机肥，提高土壤有机质含量,2022-12-17,赵工程师,2022-10-16 15:26:48
1767,1767,67.1,75.15,79.71,72.89,86.75,良,养分不平衡,科学施肥，平衡土壤养分,2023-04-22,李专家,2025-02-18 04:35:00
1768,1768,79.39,75.31,78.68,84.46,78.23,良,无明显限制因子,合理施用石灰，调节土壤pH值,2024-07-10,王研究员,2023-07-25 20:54:43
1769,1769,76.21,88.15,66.0,87.82,82.32,良,有机质含量偏低,深耕松土，改善土壤结构,2025-01-15,赵工程师,2022-08-05 16:36:28
1770,1770,63.27,70.25,78.0,86.09,76.7,中,pH值偏离适宜范围,科学施肥，平衡土壤养分,2025-05-05,李专家,2024-08-12 05:52:15
1771,1771,78.9,74.86,70.19,73.82,83.43,良,pH值偏离适宜范围; 养分不平衡,增施有机肥，提高土壤有机质含量,2022-09-10,张教授,2024-06-18 10:40:43
1772,1772,77.55,72.13,71.06,70.73,90.42,良,pH值偏离适宜范围; 养分不平衡,科学施肥，平衡土壤养分,2025-04-13,张教授,2022-12-26 04:28:40
1773,1773,90.77,80.75,79.1,87.44,75.63,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2024-01-03,陈博士,2025-06-04 18:12:28
