id,sample_id,iron,manganese,zinc,copper,boron,molybdenum,chlorine,sulfur,calcium,magnesium,test_date,created_at
994,3927,121.96,30.78,10.64,7.65,0.78,0.18,64.07,256.36,6199.09,1205.65,2023-11-12,2024-02-18 19:41:20
995,512,113.56,6.5,13.79,6.35,1.48,1.42,191.15,327.12,780.76,821.49,2022-10-21,2023-11-15 00:34:31
996,8719,162.06,133.75,10.82,5.15,1.6,1.27,180.68,353.37,6561.32,1400.89,2024-06-10,2024-08-01 12:37:39
997,88,31.85,66.42,4.52,0.72,0.33,1.12,157.21,399.55,1418.57,568.61,2024-05-25,2025-04-20 01:02:35
998,546,115.51,92.99,5.9,2.28,1.72,0.47,143.25,379.41,7254.26,179.04,2025-03-28,2022-10-01 03:53:43
999,1022,48.97,26.67,11.6,5.31,1.44,0.41,165.29,327.75,5659.27,1837.98,2022-09-03,2025-02-11 20:29:56
1000,2641,102.55,105.65,14.13,4.62,1.35,0.63,23.23,23.45,7703.87,1903.71,2024-04-08,2025-02-22 11:08:30
1001,1431,220.87,140.57,8.86,2.12,1.66,0.64,147.8,383.24,2140.32,1912.61,2025-02-12,2023-07-09 10:54:20
1002,3171,20.4,21.14,3.63,5.46,0.95,0.75,160.27,244.69,1824.81,1110.21,2024-02-15,2024-11-22 16:35:56
1003,8150,77.78,16.15,6.08,5.23,1.2,0.15,162.87,266.68,7528.53,400.61,2024-02-26,2024-09-03 09:33:30
1004,4944,228.17,10.47,2.11,1.04,1.45,0.8,190.11,393.88,1029.22,1906.6,2024-08-02,2023-01-19 16:44:44
1005,6337,59.29,55.7,3.75,1.63,1.85,0.99,197.99,225.38,1039.2,536.81,2024-04-28,2025-05-16 11:12:41
1006,6236,181.03,137.27,11.71,2.79,1.55,1.09,43.66,86.36,1733.35,349.17,2023-09-18,2023-10-02 18:10:19
1007,1486,228.96,41.99,13.76,5.59,1.31,0.54,25.3,197.53,982.31,1795.09,2024-09-30,2023-04-15 05:07:56
1008,2434,118.27,136.16,4.75,6.67,0.63,0.78,58.86,121.51,4277.75,161.71,2024-12-26,2024-01-31 15:52:06
1009,1032,80.82,21.64,10.21,0.34,1.77,1.23,195.97,127.73,3607.58,403.17,2025-03-21,2022-12-02 07:21:28
1010,1130,25.32,51.51,14.46,6.69,1.54,0.13,33.71,216.61,5905.7,834.22,2024-06-13,2024-09-18 00:08:03
1011,1422,114.15,110.19,4.32,5.51,1.47,1.12,53.99,236.53,2745.44,303.52,2024-01-07,2024-05-03 18:39:46
1012,6656,87.9,121.89,4.37,0.46,0.18,0.66,73.69,313.02,7721.46,929.54,2023-07-10,2024-01-12 02:31:18
1013,7510,11.94,62.05,14.36,0.81,0.44,0.19,109.78,48.76,5893.83,1914.8,2022-09-23,2023-03-20 18:20:28
1014,8276,87.91,14.5,5.44,0.42,1.53,0.76,74.19,265.72,2166.74,833.75,2024-08-18,2024-05-20 21:20:32
1015,1213,39.11,83.6,0.93,7.58,0.4,0.29,181.89,185.73,707.95,941.36,2023-07-14,2024-08-27 13:32:28
1016,5364,256.83,54.48,11.75,7.31,1.17,0.06,70.96,330.98,5136.03,1489.34,2023-09-06,2024-12-25 09:02:33
1017,2183,207.12,63.39,3.67,5.16,0.76,0.53,42.04,52.13,3559.54,1697.37,2022-09-12,2022-06-20 20:22:11
1018,5663,260.02,114.58,7.32,2.09,1.32,1.45,46.09,69.83,6938.91,1761.31,2022-11-01,2024-11-12 01:52:52
1019,5517,263.01,149.78,5.4,0.45,0.21,1.3,25.02,37.15,7753.88,1034.9,2022-12-21,2024-07-24 15:08:24
1020,9365,157.47,39.59,13.77,0.98,1.15,1.28,13.48,206.1,2196.68,1215.45,2023-10-29,2023-09-11 17:53:24
1021,3168,200.03,147.03,4.54,7.47,0.77,0.28,35.81,110.82,947.35,1946.02,2022-06-17,2024-08-11 18:48:16
1022,7120,151.73,104.98,4.3,1.58,1.27,0.77,198.18,292.72,4644.86,1008.29,2024-10-12,2024-10-11 09:35:50
1023,6183,240.9,148.91,1.05,6.16,0.42,0.57,83.09,138.24,5643.25,1590.99,2023-01-27,2024-03-27 06:27:42
1024,3511,240.21,83.12,4.46,1.87,1.04,0.94,97.93,255.75,4147.97,828.84,2024-07-27,2025-04-22 22:28:26
1025,400,272.92,76.34,14.61,6.16,0.37,0.92,18.79,365.0,2926.36,1725.64,2023-07-09,2023-01-09 02:03:11
1026,3937,177.28,46.35,9.28,6.59,1.57,0.31,96.41,158.74,2529.01,1550.95,2025-05-02,2023-01-22 21:08:27
1027,5119,90.71,113.53,10.22,7.71,1.72,0.55,194.76,114.84,6185.31,142.31,2023-06-12,2023-12-13 04:32:53
1028,4538,51.22,39.42,4.94,3.82,1.21,0.54,73.91,276.02,1725.21,1929.08,2023-08-02,2024-12-20 23:48:08
1029,6084,195.77,24.58,7.89,1.62,1.31,1.3,167.96,293.72,5045.45,1542.52,2023-11-10,2022-11-05 05:27:16
1030,9207,150.63,6.0,5.63,4.15,0.82,1.27,194.19,366.98,5251.45,704.3,2023-12-01,2024-11-16 11:47:19
1031,7275,34.64,131.13,6.25,7.69,1.64,1.47,31.12,65.28,7534.98,650.57,2023-09-16,2025-02-11 15:24:00
1032,196,274.21,82.11,8.59,5.04,1.7,1.07,31.07,78.58,1440.59,841.71,2024-09-17,2023-12-27 06:02:28
1033,6574,108.79,30.48,12.44,1.52,0.27,0.7,25.94,105.13,3692.94,1297.97,2024-04-06,2023-03-22 21:25:34
1034,6566,215.66,122.16,7.16,1.75,1.29,1.06,124.54,385.59,7566.0,289.89,2024-08-10,2024-11-24 17:43:58
1035,336,131.72,113.37,6.48,7.17,0.36,0.34,73.04,89.58,2374.81,1823.22,2024-05-28,2022-06-20 14:23:14
1036,2890,249.26,19.21,0.88,3.56,1.03,0.24,92.49,177.57,5693.91,1307.45,2023-06-19,2023-07-11 12:06:25
1037,9889,26.38,19.98,8.79,3.67,1.5,0.16,69.6,283.11,4580.36,1165.96,2022-09-07,2022-06-22 17:06:25
1038,3302,30.28,117.4,12.77,7.12,1.78,1.33,36.82,369.04,7734.1,1740.63,2023-02-26,2022-07-29 06:18:25
1039,112,294.82,111.54,6.93,5.08,0.25,1.22,170.04,146.19,5976.49,1604.59,2024-07-28,2022-11-28 06:22:29
1040,9791,285.24,50.2,3.22,1.92,1.43,0.48,77.78,388.95,7199.05,1495.39,2024-03-19,2024-09-07 02:04:05
1041,2311,263.91,66.49,0.81,0.28,0.38,0.07,157.13,117.85,4108.26,1503.11,2023-09-02,2023-12-20 01:52:44
1042,5596,117.85,54.27,3.42,1.41,0.73,0.43,83.58,33.8,3650.36,1895.05,2025-02-18,2023-09-10 17:12:36
1043,8734,263.85,110.59,5.03,4.45,1.15,1.26,162.88,81.62,7391.93,855.73,2024-07-29,2024-03-18 18:49:55
1044,9702,122.56,38.65,10.38,1.81,0.12,1.29,124.65,58.88,7662.82,518.31,2023-05-07,2023-05-03 07:49:47
1045,5134,198.85,87.43,6.83,6.43,1.5,0.78,177.56,77.86,5550.39,1124.19,2022-07-13,2023-04-07 20:48:38
1046,749,179.66,21.19,9.79,6.2,1.22,0.64,122.57,48.27,3606.98,1349.64,2024-06-11,2024-04-22 21:48:21
1047,6587,207.48,14.67,12.07,3.94,0.94,1.16,123.68,184.55,5231.02,997.54,2023-03-06,2023-05-06 04:51:01
1048,4890,262.61,55.81,4.31,6.65,0.29,0.93,117.99,247.21,6982.76,1405.75,2024-01-19,2023-09-09 07:38:36
1049,8083,219.66,131.82,7.5,4.01,0.69,0.5,154.53,356.08,6647.59,210.37,2022-11-18,2024-12-26 23:24:13
1050,8016,265.15,22.27,8.3,0.98,0.3,0.51,139.6,105.16,5252.4,1029.71,2022-08-14,2023-09-15 01:28:25
1051,4772,203.58,147.87,8.25,0.49,0.84,0.59,22.91,201.87,3944.65,1671.01,2023-01-31,2022-12-22 20:52:48
1052,96,270.34,130.84,13.69,5.67,1.28,1.45,72.94,382.86,2710.03,1304.41,2022-12-03,2023-01-28 14:39:40
1053,7800,84.47,19.65,5.61,4.95,1.99,0.57,165.86,95.67,2282.59,1861.84,2024-05-16,2023-10-08 00:10:46
1054,722,299.95,20.5,13.88,7.53,1.72,1.34,112.95,163.86,2285.62,1635.49,2024-06-29,2022-11-12 02:37:14
1055,7630,134.14,83.47,6.99,3.36,0.72,1.18,152.56,266.9,3532.12,374.01,2022-10-27,2023-02-14 01:08:35
1056,5025,21.6,26.14,14.13,1.22,0.96,0.42,12.47,68.43,6777.02,1404.1,2023-03-20,2023-08-26 01:51:47
1057,7282,299.03,132.11,3.9,4.13,1.68,0.83,185.42,23.47,5097.42,1959.19,2022-06-23,2023-11-23 14:55:48
1058,710,283.22,138.58,8.8,4.68,1.98,0.99,144.1,212.76,952.81,348.54,2022-09-28,2025-03-25 10:05:53
1059,1119,11.58,84.6,11.94,1.16,1.14,0.59,114.11,125.26,6758.49,1298.16,2024-07-28,2025-03-23 17:14:40
1060,3686,34.18,35.52,3.61,6.09,0.45,1.03,83.24,294.78,6833.55,1982.74,2023-06-30,2024-04-08 23:34:58
1061,2775,212.83,147.32,11.55,2.09,1.51,0.9,38.49,75.3,7908.47,1311.65,2024-09-24,2023-10-05 22:08:29
1062,1228,269.15,122.58,11.95,3.29,1.76,0.99,135.69,47.48,5549.57,1586.48,2023-01-11,2023-04-24 20:21:39
1063,6360,161.22,72.31,7.05,4.09,0.74,0.18,97.99,148.63,5951.05,1767.74,2023-02-22,2024-10-13 01:23:51
1064,9129,293.36,126.36,14.01,4.87,0.96,0.25,116.84,180.03,2127.52,1114.08,2022-08-27,2024-08-06 06:24:09
1065,971,52.45,111.36,11.19,1.58,1.35,1.12,137.63,42.87,5090.29,1014.71,2024-09-24,2023-09-27 22:27:24
1066,5093,131.99,52.73,13.31,2.87,0.65,1.47,49.4,387.95,1597.57,902.73,2025-01-17,2025-05-29 01:24:32
1067,5091,180.22,7.76,4.67,0.27,1.94,0.23,46.82,320.38,3108.53,578.71,2024-06-19,2023-04-20 02:12:26
1068,2556,11.57,21.71,2.06,4.31,1.12,0.16,100.64,141.19,6587.79,914.34,2023-08-15,2025-03-09 18:25:48
1069,8627,149.98,121.57,10.55,1.96,0.82,1.07,88.96,124.02,4274.61,1497.63,2024-08-23,2025-04-26 22:41:10
1070,9599,83.52,23.35,14.35,6.4,0.68,0.4,27.03,149.16,1359.86,1477.81,2022-06-11,2024-05-18 05:17:46
1071,4025,224.45,119.34,0.83,5.41,0.45,0.75,121.48,264.52,1892.68,969.92,2025-04-04,2023-08-09 11:56:01
1072,1441,131.86,34.02,10.6,7.94,1.25,0.35,194.59,179.22,2599.61,1082.85,2022-10-27,2023-09-22 19:05:58
1073,4706,278.03,130.91,7.93,7.04,1.62,1.33,82.09,154.67,2335.67,124.67,2025-02-05,2022-07-09 08:16:51
1074,3749,180.71,87.96,12.62,3.71,1.26,0.89,46.13,80.75,956.44,1359.32,2023-10-30,2023-06-28 12:36:10
1075,8130,170.39,112.11,7.87,4.47,0.16,0.45,98.43,390.46,5690.7,1783.52,2022-09-21,2024-12-20 22:10:05
1076,6477,32.92,85.38,4.93,1.16,0.72,1.5,77.37,283.11,5307.83,578.36,2025-05-29,2025-05-03 02:14:20
1077,9416,106.75,141.94,10.35,2.7,0.87,0.22,83.86,164.82,7051.01,724.35,2023-03-21,2022-07-12 18:28:46
1078,8003,209.8,48.69,9.76,6.91,1.7,0.67,177.33,143.42,1434.07,1894.62,2023-04-03,2023-05-26 16:52:19
1079,7239,27.11,34.22,6.76,7.78,1.01,1.32,179.65,104.86,7254.49,1344.29,2025-04-10,2022-10-01 04:33:22
1080,8162,29.45,89.24,11.47,6.33,0.14,1.3,48.04,183.71,2468.81,1003.49,2022-10-01,2024-05-09 14:15:48
1081,6569,53.35,141.2,7.36,4.99,0.2,1.47,197.98,208.26,4274.77,187.11,2022-09-02,2022-11-09 20:13:34
1082,2871,35.89,141.99,3.77,6.01,1.95,0.17,46.66,125.89,2002.63,895.12,2022-11-05,2024-09-17 20:40:00
1083,7648,105.58,78.83,8.07,4.47,0.28,0.65,82.31,132.8,2378.99,1087.64,2023-09-29,2023-05-12 17:00:07
1084,1933,187.52,128.88,2.73,1.71,1.08,0.43,10.91,148.3,2905.04,922.45,2023-06-03,2023-09-23 22:35:26
1085,2839,142.91,22.59,8.26,5.24,0.87,0.52,155.9,225.17,4990.86,975.05,2023-03-31,2022-09-12 05:34:40
1086,929,52.32,9.08,3.86,1.45,0.34,0.19,109.12,150.95,7586.2,1872.73,2023-12-06,2023-11-15 11:53:11
1087,7898,204.02,149.86,11.61,6.04,0.61,0.85,142.1,67.51,674.58,1423.44,2023-09-06,2024-07-31 06:05:06
1088,1297,298.69,82.82,0.89,6.09,1.38,0.74,114.09,350.57,1191.84,295.94,2024-03-11,2024-06-05 16:35:24
1089,7497,171.69,142.84,10.63,1.26,1.93,0.81,143.6,398.1,2635.11,1510.05,2025-03-23,2023-07-21 16:17:14
1090,6676,35.12,61.93,8.31,1.59,0.19,0.77,156.43,366.21,5488.68,603.39,2023-09-15,2023-03-19 07:48:03
1091,7768,224.54,27.28,14.07,5.18,0.63,1.24,94.76,98.77,5811.74,135.44,2025-02-12,2022-09-30 03:16:52
1092,849,215.57,22.91,2.81,2.4,1.86,1.07,90.93,47.09,4678.35,245.62,2023-04-05,2023-07-16 20:13:08
1093,3689,286.33,73.5,6.58,7.5,1.0,1.03,146.19,38.23,5726.27,1233.83,2023-12-23,2025-01-15 02:14:47
1094,3004,280.16,23.52,12.61,5.29,0.77,0.2,169.01,232.39,7172.44,439.59,2023-12-11,2023-06-16 03:53:51
1095,4461,271.29,19.12,10.94,5.54,1.13,0.99,99.16,103.78,2675.29,547.46,2023-04-05,2023-04-07 06:06:32
1096,7487,29.2,74.93,3.43,4.18,1.1,1.34,180.09,74.22,3056.2,670.97,2022-12-18,2024-03-01 18:19:29
1097,8046,186.3,132.25,4.43,1.92,0.8,0.65,114.98,240.92,885.19,1764.64,2024-10-14,2023-11-20 20:49:11
1098,2528,56.61,53.99,11.88,7.07,1.94,0.99,146.72,228.0,5793.16,930.35,2024-11-15,2024-04-05 02:57:34
1099,1241,59.5,106.41,4.38,0.2,1.47,0.32,157.43,163.02,1083.1,113.46,2024-03-09,2024-10-02 14:02:49
1100,7734,37.91,115.46,11.99,4.27,1.69,0.11,185.88,399.65,5040.83,341.3,2024-07-09,2023-05-30 02:02:32
1101,4767,91.05,15.55,6.41,1.44,0.8,0.21,46.91,314.12,1306.14,933.28,2024-08-05,2024-10-25 04:56:13
1102,3660,147.44,73.79,13.6,1.1,0.35,0.41,120.02,171.96,2594.31,1596.56,2022-11-28,2024-02-19 04:50:36
1103,8841,81.38,34.82,7.84,6.53,1.79,0.1,64.05,159.94,2332.73,1430.99,2025-04-07,2023-09-07 16:32:37
1104,4786,289.24,134.34,11.98,3.76,1.96,0.92,21.33,368.7,2964.36,499.87,2023-12-14,2022-08-07 13:02:57
1105,2574,14.77,9.41,12.51,0.6,0.81,1.39,47.29,26.99,1398.47,503.46,2023-02-20,2024-12-12 18:26:01
1106,3274,72.51,70.01,0.73,7.75,0.68,0.5,13.62,203.27,4531.35,1439.46,2024-11-02,2025-04-22 18:08:51
1107,6115,224.02,101.41,5.11,5.49,0.73,0.52,13.26,225.37,1735.49,517.18,2023-07-12,2023-01-13 00:36:16
1108,3515,208.26,127.09,7.27,5.87,0.85,0.2,38.5,281.72,3753.94,1200.53,2023-12-14,2023-11-16 03:00:31
1109,914,29.58,83.9,6.6,5.46,0.94,0.76,169.15,146.6,3898.08,703.92,2022-10-17,2024-01-16 00:39:41
1110,9490,178.4,120.49,6.19,1.04,0.73,0.1,188.57,243.03,7972.46,237.68,2025-04-12,2023-10-20 13:22:18
1111,8972,119.91,134.12,10.82,2.77,1.69,1.08,115.65,220.41,575.14,1343.5,2023-04-17,2024-10-27 15:51:31
1112,2082,26.55,125.77,8.26,2.86,1.47,1.34,134.53,90.64,7375.73,873.99,2024-05-22,2024-01-25 19:53:15
1113,5458,190.59,88.27,1.29,7.48,1.77,0.79,127.0,205.91,2477.37,1323.86,2024-10-29,2022-11-10 17:43:22
1114,5810,129.9,130.44,9.38,2.88,1.42,1.5,91.38,103.14,2565.38,444.77,2022-11-02,2023-02-13 21:42:02
1115,3024,63.25,97.74,9.91,7.81,0.86,0.64,65.5,158.25,1947.89,1953.83,2023-11-21,2023-08-09 06:59:36
1116,5813,269.01,132.36,2.5,2.65,1.54,0.26,29.45,246.91,5368.08,1021.23,2025-02-04,2022-09-30 07:11:47
1117,4266,20.78,129.32,6.3,3.35,0.54,1.31,46.28,356.43,1845.4,1605.94,2024-01-24,2025-02-25 10:39:03
1118,6944,241.42,46.94,3.92,6.25,1.55,0.43,149.61,215.39,4381.85,1428.85,2023-12-03,2024-07-01 07:33:22
1119,9802,284.06,88.98,13.8,2.33,1.62,1.22,180.67,314.58,3328.36,1321.83,2024-05-20,2022-12-17 03:02:56
1120,7345,17.75,99.38,5.78,1.46,0.97,0.46,193.72,270.78,2748.49,1505.23,2023-04-22,2023-02-06 11:45:38
1121,3398,213.48,54.35,3.72,2.63,1.79,0.71,99.04,271.21,5018.68,1010.25,2022-07-19,2022-11-07 18:54:39
1122,2613,287.39,142.8,1.85,5.77,0.12,0.92,43.16,96.29,2279.84,707.63,2023-04-16,2024-07-12 08:17:37
1123,7658,134.08,23.08,12.29,4.53,1.92,1.05,69.55,261.15,4778.37,1126.93,2022-11-23,2022-11-04 23:20:22
1124,7001,220.15,41.63,3.18,1.34,1.78,1.02,33.22,93.53,5979.9,1117.43,2023-07-17,2023-02-07 09:09:46
1125,6565,52.1,118.22,2.55,7.59,1.36,1.47,66.86,180.2,2242.14,1569.94,2024-08-13,2023-01-09 13:01:24
1126,4644,154.03,134.62,12.82,6.03,0.92,0.24,34.93,54.25,3382.16,290.34,2022-08-16,2024-08-26 14:46:13
1127,2852,69.62,61.47,0.61,4.9,0.16,1.2,187.4,383.17,4926.07,1933.49,2022-11-05,2022-12-13 21:58:30
1128,9285,58.06,101.4,10.14,7.11,1.22,0.81,74.34,291.34,6353.92,1988.29,2023-02-24,2024-03-29 09:51:15
1129,2127,69.36,113.72,9.88,5.82,1.88,0.06,157.76,48.29,5007.26,728.85,2024-12-21,2024-10-26 21:03:50
1130,2883,63.32,40.09,14.53,2.56,0.54,1.19,73.95,87.44,6072.14,1246.09,2022-12-24,2022-08-17 16:41:51
1131,6080,89.24,33.25,8.26,0.57,1.72,1.04,99.35,47.57,6598.99,1696.91,2024-12-05,2024-04-30 12:59:11
1132,9221,259.68,149.21,8.49,2.34,1.15,0.94,112.53,92.37,2606.23,1279.03,2022-07-12,2024-05-17 05:27:03
1133,9461,105.43,42.26,10.32,6.4,0.62,1.18,180.94,250.51,5615.92,1837.46,2023-06-21,2023-08-09 00:19:27
1134,6245,262.7,37.16,4.98,6.81,1.23,1.0,40.92,144.75,6306.09,951.49,2024-10-24,2023-03-15 12:24:41
1135,5986,284.18,49.3,5.04,7.51,0.71,1.48,190.92,326.78,1229.39,1574.8,2023-12-16,2023-01-13 06:34:57
1136,4024,184.52,88.21,2.63,3.51,1.04,0.24,176.42,314.33,1449.0,1351.39,2024-05-02,2024-03-01 13:38:52
1137,197,79.57,95.13,14.2,3.21,0.88,0.56,120.9,69.89,5362.48,458.65,2024-04-05,2025-05-21 20:24:41
1138,2900,235.34,117.18,4.93,2.37,1.8,0.11,114.03,159.5,4939.22,373.71,2022-06-11,2024-01-12 05:58:46
1139,9598,182.6,47.38,7.22,5.52,1.56,1.13,17.77,353.85,5021.96,493.54,2022-08-09,2022-08-31 00:10:52
1140,800,93.47,124.04,10.62,5.61,1.71,0.71,151.7,76.02,4621.82,1863.51,2024-06-05,2022-12-20 07:54:40
1141,6169,255.0,148.4,9.98,3.88,1.29,0.86,31.09,85.21,5126.08,1835.58,2022-09-24,2024-08-21 13:48:16
1142,3848,281.94,101.78,8.96,6.64,1.59,0.76,156.14,140.6,939.21,698.07,2023-12-21,2023-04-11 12:01:15
1143,1405,216.23,123.74,6.9,0.53,1.24,0.18,101.44,248.76,1612.96,998.58,2024-01-30,2025-01-25 12:20:05
1144,2830,212.48,125.16,7.53,3.93,1.15,1.45,42.09,324.26,3510.48,497.57,2024-06-13,2023-09-25 18:45:51
1145,1971,58.83,107.16,12.14,4.69,0.56,1.18,154.14,227.26,2587.49,1262.36,2024-07-16,2025-01-19 16:26:23
1146,503,188.75,79.22,9.33,6.0,1.28,0.37,96.55,94.35,4032.3,528.69,2024-04-11,2022-12-19 13:03:57
1147,1139,73.17,126.58,3.31,4.22,1.51,0.17,33.05,307.94,3095.35,1772.31,2024-07-30,2024-11-05 00:10:51
1148,9317,98.12,21.84,11.9,3.3,1.38,0.59,188.74,145.19,6554.1,631.75,2023-11-04,2024-05-04 16:14:52
1149,4016,136.62,111.66,7.34,2.43,0.17,0.32,78.9,218.58,4456.97,1811.48,2024-08-28,2022-12-15 22:55:16
1150,4344,119.56,18.73,11.24,2.3,1.28,0.31,96.94,201.01,7608.15,1615.29,2025-01-28,2025-01-25 19:31:09
1151,8746,36.09,12.16,8.65,6.21,0.69,1.32,50.0,62.31,6741.59,1823.75,2023-11-01,2022-12-16 05:15:00
1152,1120,245.23,121.65,5.22,4.68,0.27,0.68,70.52,350.4,4765.92,1186.69,2024-12-05,2023-01-15 00:25:41
1153,2376,71.84,145.17,5.49,2.26,0.98,1.04,36.47,48.19,2477.74,295.67,2022-07-31,2023-06-22 16:30:42
1154,8489,218.8,49.25,6.2,2.07,0.36,0.42,154.64,292.62,4511.71,1862.3,2023-01-01,2025-03-28 18:25:15
1155,4330,237.17,100.97,7.94,7.41,0.18,0.69,69.29,344.14,922.82,688.57,2023-04-14,2025-05-26 07:08:43
1156,1191,217.09,67.67,6.05,6.49,0.15,0.56,54.64,265.39,2502.71,1193.38,2025-06-09,2023-07-31 11:36:24
1157,5934,150.64,92.84,9.86,7.76,0.65,1.18,166.45,73.84,2889.62,1280.02,2023-11-28,2024-03-26 22:12:58
1158,4579,66.84,99.54,10.67,7.02,1.54,0.22,21.55,232.5,933.27,1855.04,2025-01-23,2025-01-15 17:56:07
1159,4670,27.12,29.68,5.58,7.26,0.79,1.25,193.93,127.69,4430.66,1967.12,2023-12-14,2024-06-30 11:52:44
1160,342,220.18,66.99,8.33,7.96,0.93,1.1,135.87,322.09,1671.15,244.12,2022-11-01,2023-02-28 13:58:09
1161,1605,145.62,102.48,13.72,6.72,1.97,0.24,80.67,240.01,5329.26,1665.7,2022-12-08,2024-08-05 10:07:39
1162,9621,186.61,111.58,8.97,0.53,1.83,0.37,104.51,246.44,3583.44,1917.65,2022-10-24,2025-04-25 14:55:49
1163,608,55.86,19.27,1.49,6.87,0.89,1.24,183.43,361.53,4868.66,777.71,2023-09-23,2023-07-23 18:14:58
1164,3883,97.46,65.76,14.74,3.49,1.95,1.36,73.03,192.11,5556.09,320.36,2024-05-17,2023-10-08 19:00:37
1165,2161,233.89,58.7,8.21,4.15,0.18,0.17,66.15,282.84,1794.83,1538.23,2023-03-20,2023-12-30 06:58:58
1166,1216,20.8,48.24,11.07,6.99,1.91,0.28,38.19,333.96,5187.57,656.4,2023-12-02,2023-06-21 22:29:09
1167,9739,208.65,142.18,0.64,4.12,0.29,0.27,65.13,37.43,4394.24,566.89,2024-02-25,2024-09-29 10:09:37
1168,8534,184.21,58.94,10.79,6.48,1.57,0.17,181.06,269.65,1209.36,910.55,2022-07-16,2024-12-22 00:34:35
1169,5266,273.38,69.13,14.95,4.94,0.28,0.75,51.42,364.08,4160.96,523.04,2024-11-28,2024-11-15 07:58:50
1170,3736,36.39,13.66,4.37,6.76,0.44,1.37,144.26,261.45,1199.86,1326.84,2022-07-10,2024-04-17 06:17:23
1171,9279,146.33,147.45,0.94,5.28,0.57,0.47,16.06,367.27,7407.86,1084.1,2024-08-18,2022-10-19 22:45:12
1172,1363,79.22,94.65,14.87,7.12,0.11,1.49,78.01,120.69,6762.48,624.25,2022-11-05,2025-05-31 05:13:14
1173,9058,10.16,102.85,12.25,3.59,0.13,0.85,52.33,199.74,7388.25,1546.57,2024-03-20,2024-09-06 02:22:09
1174,1378,110.57,38.57,14.89,0.43,1.03,1.26,124.22,231.31,1313.74,1318.22,2024-03-03,2023-07-25 12:47:37
1175,3789,199.95,9.59,9.98,0.44,1.24,0.35,12.77,398.82,6986.98,554.08,2022-07-05,2024-10-21 19:15:29
1176,7858,14.42,139.28,9.73,6.81,0.41,0.67,164.34,84.06,2206.85,1518.23,2023-07-27,2025-05-04 18:04:27
1177,5849,178.88,27.34,5.72,3.09,1.69,0.75,95.16,173.09,7214.08,1569.85,2022-08-16,2024-06-18 04:13:39
1178,1614,80.08,57.37,6.05,3.34,1.72,0.35,194.66,277.08,3470.59,678.32,2023-10-10,2025-05-06 02:07:43
1179,9970,238.39,108.5,9.15,1.97,1.15,0.43,74.86,288.7,4272.93,131.76,2024-10-12,2023-04-10 07:55:22
1180,7771,173.94,92.39,10.2,5.87,1.46,1.2,178.04,21.14,5464.74,734.92,2024-05-04,2024-06-15 01:40:59
1181,3533,109.41,108.83,7.01,7.96,1.82,1.41,131.54,222.93,6978.01,552.64,2022-07-23,2024-07-19 02:31:31
1182,8986,55.35,99.54,12.46,1.61,0.69,1.07,84.64,92.44,4178.65,1498.55,2024-06-29,2023-06-07 18:36:06
1183,6623,101.39,127.94,1.75,1.91,0.96,1.22,53.58,336.22,1953.06,1158.1,2024-08-13,2024-10-26 15:29:47
1184,6749,288.21,111.21,9.25,6.67,0.51,1.26,95.1,379.9,7503.53,597.59,2022-07-09,2022-10-29 23:01:00
1185,3587,286.53,13.96,12.97,3.84,0.25,1.12,163.05,71.75,3510.25,888.7,2022-08-12,2024-02-01 12:02:15
1186,4299,179.97,103.98,7.78,6.25,1.65,0.43,104.98,35.04,7129.26,1704.01,2025-02-02,2023-09-05 07:23:20
1187,8053,286.91,20.66,6.84,2.18,0.59,0.99,76.19,183.87,4048.12,687.88,2025-06-03,2023-06-28 09:49:53
1188,3603,133.73,92.24,2.69,2.0,1.22,0.87,67.56,348.39,1430.28,263.15,2023-10-09,2025-02-07 13:50:03
1189,2868,45.56,22.69,7.36,6.39,0.36,0.49,34.23,315.61,3189.02,1018.82,2022-11-22,2024-02-01 07:16:16
1190,9189,108.51,131.35,10.34,4.19,0.28,0.06,59.2,140.22,723.72,1752.81,2023-11-08,2023-02-24 19:59:20
1191,3871,261.2,55.97,10.45,1.02,1.78,0.55,23.8,363.96,4587.8,513.25,2025-03-17,2022-10-29 12:43:48
1192,8932,246.09,66.66,8.18,5.35,1.93,1.13,116.19,328.93,6411.49,1499.68,2022-06-30,2025-04-24 15:01:43
1193,7392,37.17,15.84,3.41,2.47,1.21,0.27,89.87,203.11,2417.62,801.85,2022-06-17,2024-05-26 13:44:01
1194,9984,137.97,100.38,12.43,2.39,0.34,1.08,11.53,308.74,1258.1,426.15,2023-12-27,2024-08-14 06:02:17
1195,3670,227.25,28.85,4.85,6.21,1.82,1.45,115.54,77.16,2970.79,1756.77,2025-04-03,2023-09-04 11:21:20
1196,1957,296.34,131.22,6.93,1.83,0.36,0.25,126.23,55.19,4684.4,1221.81,2023-12-23,2025-03-15 17:37:08
1197,1303,120.48,40.62,9.84,2.89,0.7,1.17,117.85,365.04,3649.99,897.77,2023-03-09,2023-06-06 15:54:19
1198,3899,194.26,5.87,9.19,7.64,0.16,0.26,81.54,184.23,4314.26,1407.99,2022-08-14,2024-05-09 20:42:59
1199,4096,195.31,11.36,3.54,2.47,0.61,1.12,83.81,287.02,993.31,1038.55,2024-01-26,2024-12-04 03:21:28
