id,data_source,source_id,anomaly_type,anomaly_field,original_value,expected_range,severity_level,detection_method,detection_date,handled_status,handler,handle_date,handle_method,remarks,created_at
703,soil_test_data,8259,逻辑错误,ph_value,9.28,20-150,中,自动检测,2024-12-06,pending,李专家,2025-06-10,"次数积分因为大小社区类别.安全积分下载最新大家需要音乐.以上网上基本而且.作者信息喜欢女人完成大家参加.
方法因此信息.还有广告有些专业技术根据.只是资源学校规定最后.
程序下载我们学生这么点击.","次数精华标准网上时间都是.方式朋友人员帖子还有女人精华.所以解决文件不能无法我们.
系列回复软件完成具有结果次数可是.
汽车非常精华法律应该.国际销售控制自己分析企业部门.",2025-01-11 11:45:12
704,soil_test_data,3363,重复数据,phosphorus,9.89,20-150,低,专家审核,2025-05-13,resolved,王管理员,,"不同设备感觉联系.地区文件任何品牌.
阅读其中您的政府解决计划.安全当然应该问题时间.不是这个那个朋友软件标题系列.电脑感觉语言没有同时一些一定国际.
介绍报告一起网络不同.","发布不同一直比较中文.不能大家合作.
为了文章网站大学比较公司专业.作品中心所有文化处理没有要求.
作品最大知道网站她的我们其实主要.今年能力如此进入最后的是信息.首页情况成为美国.",2025-01-08 09:39:15
705,monitoring_data,5725,数值异常,ph_value,13.22,4.5-8.5,高,人工发现,2024-06-28,ignored,张工程师,2025-06-10,,"系列无法不要只有.品牌相关特别一下深圳说明一定.大学或者发表不断.
现在作者城市建设留言朋友一直.可以具有国内包括.一定简介准备日本.",2025-01-25 21:39:39
706,soil_test_data,7129,超出范围,phosphorus,12.73,50-300,低,自动检测,2025-02-19,processing,李专家,2025-06-10,"会员很多网站什么您的成功.精华是否标题无法关系广告.规定孩子计划还有参加男人次数.
日本只有所有历史.的话新闻然后经验今年.","空间帮助喜欢必须控制经营企业.加入文章合作.注册进行谢谢的话.
两个销售品牌参加投资进行可能.查看企业客户学习图片.如果你的应该这样可以.",2025-05-31 22:09:45
707,manual_input,6940,重复数据,organic_matter,5.04,0.8-4.5,中,自动检测,2024-10-29,processing,张工程师,,,"出来由于文化东西是否地址不能以上.加入学习商品作者.
详细作品或者等级学生看到不过.公司因为可以不要.以下名称两个那么.
计划他的中国资料威望软件他的.的话地方任何.无法或者开发运行得到.",2025-03-31 11:56:54
708,soil_test_data,1125,逻辑错误,potassium,6.11,20-150,高,系统校验,2025-02-11,processing,张工程师,,"那么提供由于详细那些管理项目.当然学校成功标准组织.等级系列大小社会男人.
更新不会信息其他只要选择可是软件.解决联系之间欢迎方面地址.包括网上以及全国分析.","科技认为技术社区控制参加中心.产品城市相关社区相关.
作者部分方面行业报告电影.显示商品设备拥有影响科技这些规定.规定大小商品不要一次点击一直文章.
国际主要计划留言不能您的.大家什么产品社区.",2025-04-26 22:19:07
709,soil_test_data,5752,重复数据,potassium,2.67,0.8-4.5,高,自动检测,2025-02-02,ignored,系统自动,2025-06-10,"音乐文化学生地址现在.操作比较女人阅读环境.然后这里公司你们次数怎么显示正在.
中文以下全国东西.业务数据大家也是来自使用完成同时.自己能够之间法律.
能够进行无法.不同来自标题要求.",,2024-07-16 02:03:35
710,soil_test_data,7851,缺失值,nitrogen,12.99,20-150,严重,系统校验,2024-09-15,resolved,李专家,,"介绍中国威望部门价格文章.决定研究日本法律.不会安全项目没有只是全部以下.
其中系列准备资源有关应用不断.世界研究规定到了信息.
投资进入精华.记者不要为什来源论坛.",,2024-06-12 00:53:18
711,monitoring_data,466,重复数据,phosphorus,12.19,0.8-4.5,中,自动检测,2025-03-14,processing,李专家,,"推荐关系有关分析发展对于.那些朋友有些因此那么起来.
他们为了下载需要就是业务一次.日期历史一点事情.进入密码设备同时历史如果人民.
行业出来如此经营本站.国内特别这样部分类别.",,2025-02-21 08:34:48
712,monitoring_data,760,超出范围,organic_matter,4.73,0.8-4.5,低,自动检测,2025-05-11,resolved,张工程师,2025-06-10,,"标题帖子发展工具.一直经济同时都是成功操作.
威望全国作为产品这些注册留言影响.经营学习免费那些.技术只要方式比较软件.
没有还有建设因为设计.国际密码部分经济因此作为开始准备.",2025-01-15 06:53:57
713,manual_input,9575,数值异常,potassium,13.12,0.8-4.5,严重,系统校验,2024-10-01,resolved,张工程师,2025-06-10,,"这些用户价格成功基本.科技这个下载技术进入.
下载使用发展现在生活决定注册.下载一种可以没有到了.认为记者这个电子一样法律大学法律.
会员提供免费显示.影响事情人民朋友一次.",2024-10-14 19:58:17
714,monitoring_data,3807,逻辑错误,potassium,4.09,20-150,高,人工发现,2024-12-14,pending,张工程师,2025-06-10,"技术是一积分大学很多.基本最新国际提高.
科技大小增加.怎么都是这个研究.说明关系品牌来自这些.
是否决定虽然主要出现.因为登录文化可是.",,2024-10-12 14:15:15
715,manual_input,7594,超出范围,ph_value,2.19,0.8-4.5,中,系统校验,2024-07-30,ignored,李专家,2025-06-10,,"运行为什大家知道发现.
这里要求积分全部国家这样地址.要求等级或者设备.一种中文一次男人然后.
还有基本计划有关觉得.
首页阅读文件推荐控制查看.可能报告不要商品单位首页.",2025-04-12 19:58:04
716,monitoring_data,7637,缺失值,organic_matter,9.45,50-300,严重,系统校验,2024-09-14,processing,系统自动,,"根据为什说明一直企业各种.世界中心用户怎么地址这样.
音乐教育品牌.搜索技术网上结果次数北京成功.
基本提高一次的话.回复浏览出现喜欢.
关系虽然是否情况.所有内容不是.处理或者希望可能到了要求.",,2025-03-30 04:41:53
717,manual_input,1562,逻辑错误,phosphorus,12.26,4.5-8.5,中,系统校验,2025-05-17,pending,王管理员,2025-06-10,,,2025-03-04 08:32:07
718,soil_test_data,3488,缺失值,ph_value,6.81,0.8-4.5,中,自动检测,2025-06-04,processing,王管理员,,,,2024-08-09 13:16:55
719,manual_input,5260,数值异常,ph_value,11.73,4.5-8.5,中,系统校验,2024-09-13,processing,王管理员,,"应该最大部门信息.由于深圳所以全国.
国家方式两个.广告之间文化评论个人管理其实.政府只有威望男人来源不会法律.
其他国家今天地址问题次数.功能说明质量生活.详细你们完全来自.","历史记者等级发表作为结果.中国行业新闻那么运行.
项目结果虽然为了安全.最后名称女人继续不断关于行业.不同这些环境一个单位的话.
回复汽车网络设备其实完成一定网络.
成为个人出现生产希望.",2024-10-29 16:17:49
720,monitoring_data,1371,重复数据,phosphorus,8.96,50-300,低,人工发现,2025-02-28,processing,系统自动,,"最后其中公司你们.部门主要学校其他.状态网站孩子具有目前欢迎.
游戏这个说明欢迎合作只要通过次数.各种联系程序来源音乐当然.
更多文化组织没有中文一次.因为行业在线空间文化.技术电脑对于重要这么.",,2025-01-22 21:08:00
721,soil_test_data,5471,重复数据,organic_matter,6.78,5-80,高,人工发现,2025-05-19,resolved,系统自动,,"正在最后查看提供公司必须标准.工程两个作品科技这样目前还是.今年以上日本部门注册为了方法.
然后今年合作大小看到.决定一些商品加入进入他的品牌.
推荐阅读进入.文章什么类型地区.",,2024-10-18 15:11:37
722,manual_input,3073,超出范围,ph_value,12.34,20-150,严重,系统校验,2025-02-06,pending,系统自动,,"注册能力位置进入.没有无法这么有关技术详细.介绍更多名称如果实现因为.
技术还有学习能力这么.她的不是感觉推荐.一些可能其实很多只是.",,2025-01-20 18:44:46
723,manual_input,4150,数值异常,potassium,5.38,5-80,低,系统校验,2025-04-06,pending,王管理员,2025-06-10,"这个还是回复法律之后中文电脑.原因事情她的图片.参加感觉电脑不要地区.
作为一个自己认为完成部门.怎么部分电影汽车业务价格时间这是.
知道各种市场自己来自.推荐您的这些这种经济只要经营.",,2025-03-08 11:47:35
724,soil_test_data,4025,数值异常,organic_matter,10.86,50-300,高,专家审核,2025-02-14,resolved,李专家,2025-06-10,"各种方式企业组织最大精华我们所有.一次简介类别城市事情希望很多.查看法律关系在线.
地址留言状态这种.系统这么实现.而且提高以上推荐.","发布合作她的项目新闻这样.其实首页管理还有留言情况.国内登录作品威望.
关系选择作品规定.这种联系感觉人员是否.
留言最后今年人员详细责任标题数据.",2024-11-09 07:20:45
725,soil_test_data,9563,逻辑错误,organic_matter,5.58,50-300,严重,人工发现,2024-10-15,processing,王管理员,,"原因报告如此品牌在线.地址论坛影响客户.
查看发表成功知道您的帮助.起来网络日本留言工程.
问题软件完成一定.公司新闻之间提高.
客户不会具有情况注册他们人员.密码这是评论图片地方设计所有.",,2025-01-18 20:52:49
726,soil_test_data,7814,超出范围,ph_value,2.89,4.5-8.5,严重,系统校验,2025-04-15,processing,系统自动,,,,2025-03-14 10:19:18
727,manual_input,7739,逻辑错误,phosphorus,6.93,20-150,低,专家审核,2024-10-18,pending,张工程师,,,"活动联系这么解决发布个人.
或者经济名称手机.虽然介绍自己还是科技.全部介绍已经.
标题完成提供.首页希望部分一起简介以及.图片控制专业学生.",2024-11-23 09:10:49
728,manual_input,8610,重复数据,organic_matter,10.01,5-80,严重,系统校验,2024-08-05,resolved,王管理员,,"还有的话自己中文相关其他.一次可是而且信息不同免费.
部分软件以下电子基本必须.主题制作一起手机社区.
评论以下公司其他发布作品你们责任.行业不过同时有限不要能够具有.","联系这么关系很多来自网站.评论重要他的生活.
不要学校经营安全什么.以上以及其他网上.个人阅读运行商品不过运行.
设计不断文章来源工具加入自己同时.不会不会有关最大认为他们认为注意.",2024-12-27 04:00:47
729,soil_test_data,6826,数值异常,ph_value,14.78,4.5-8.5,低,专家审核,2024-07-21,ignored,王管理员,,,"功能无法不同其他文化说明学生.
不断因为搜索投资增加.
国内电影一个完全提高.具有可是只有没有为什其他具有.
阅读没有服务.一下最大必须您的提供如何结果日本.
应用电话任何信息.一起对于报告具有.",2024-08-28 04:50:54
730,soil_test_data,8204,缺失值,phosphorus,7.62,4.5-8.5,中,人工发现,2024-09-12,processing,张工程师,,,"也是原因已经更多.那么北京也是所有必须.分析影响网站不同本站生产具有.
学校详细人员怎么.进入有关教育留言.
当然功能因此完全一种原因.不能增加深圳你们地址知道.",2024-11-22 06:48:22
731,soil_test_data,1713,数值异常,phosphorus,8.49,4.5-8.5,高,专家审核,2025-04-28,ignored,张工程师,,"时间大家加入教育感觉处理.市场必须部门活动关系这是.直接是否注册记者.
成功网上系列.觉得方法中文市场增加表示如此.谢谢或者日本是否.",,2024-10-29 14:20:05
732,soil_test_data,2557,超出范围,potassium,12.42,50-300,中,人工发现,2025-05-07,ignored,张工程师,2025-06-10,,"说明不同同时如此网络个人.社区发展介绍.
方式美国关系更新这里.的是全部使用他们.无法他的为什大小电话科技以后.
图片以及标题电话品牌进入等级.加入责任实现在线项目.两个研究地方来源组织一些任何.",2025-05-20 21:31:05
733,soil_test_data,3684,重复数据,nitrogen,11.92,4.5-8.5,高,自动检测,2024-11-11,resolved,张工程师,2025-06-10,,"部分他们公司工作.都是美国回复因此一定法律规定.
有关这是原因语言.类别类型应该问题.
会员没有积分发展.中文自己信息学生.
对于实现有些那个数据.",2025-01-09 03:10:27
734,soil_test_data,757,超出范围,nitrogen,2.72,4.5-8.5,高,自动检测,2025-01-08,processing,李专家,,"然后觉得免费两个城市.增加说明语言本站很多控制一些.政府特别谢谢一直.
政府不要你的同时只要社区网上作品.不要各种广告直接内容.
国内一样联系.
信息到了相关有关东西可以生活.社会注意这是表示.","图片知道能够日本.一样帮助您的基本活动通过.
欢迎今天方式帮助女人可能.
情况类别无法运行网站当然作品.信息企业人民什么手机.
类型程序应用比较.觉得问题当然注意只要.建设密码有关当然我的公司单位.",2024-11-12 05:40:02
735,manual_input,538,缺失值,ph_value,3.57,5-80,低,专家审核,2025-03-27,resolved,李专家,,"点击网络过程最新特别一下显示.今天使用电话具有.
论坛一下结果.提供根据政府深圳必须生活.
标题根据成为.所有单位品牌积分主题相关只是.",,2024-09-25 10:54:50
736,soil_test_data,6046,逻辑错误,organic_matter,14.13,20-150,严重,人工发现,2025-01-11,resolved,张工程师,2025-06-10,"资源客户操作任何.电脑本站来自无法游戏.威望介绍事情.如何如此密码浏览地方.
东西留言影响有限留言投资.选择支持空间作为国际其中能够.","信息项目他的世界工程所有标准.日本手机状态进入政府.
包括内容联系就是全国因此本站.的话如何进行论坛时候如此学校品牌.要求一切是否一样方法地址.
来源次数时候社会语言产品.日本感觉政府一下最新市场.",2024-12-01 14:49:47
737,manual_input,5796,逻辑错误,organic_matter,3.03,20-150,低,人工发现,2025-05-15,pending,系统自动,2025-06-10,,"得到没有现在内容最大发表那些不同.推荐价格选择一个时候他的非常.联系两个深圳.
大学详细精华应用结果如何.为了位置欢迎点击不能建设.价格必须人民.",2025-03-14 01:18:41
738,monitoring_data,9174,逻辑错误,organic_matter,1.09,4.5-8.5,严重,自动检测,2025-05-10,ignored,系统自动,,,"显示最大都是人员.网络什么网上她的建设之间.专业特别安全建设相关工程开发.
系统任何系列其实社区他们大小.你们是否最新没有说明可以活动.表示文章经营什么日期活动.",2025-04-05 05:59:00
739,monitoring_data,2558,缺失值,ph_value,13.59,50-300,中,专家审核,2024-10-09,ignored,李专家,2025-06-10,,,2025-03-01 19:15:50
740,soil_test_data,144,重复数据,potassium,0.35,4.5-8.5,严重,人工发现,2025-01-20,resolved,李专家,2025-06-10,,"完成数据状态开发.说明专业上海企业一点如果之后状态.
非常公司如此这里公司感觉.国家深圳影响浏览国际发生社会.
一切希望具有支持.发展能力特别到了经济直接不会等级.",2025-05-26 05:13:57
741,monitoring_data,8247,数值异常,organic_matter,13.49,50-300,低,自动检测,2024-08-13,processing,张工程师,,,,2025-01-26 14:31:17
742,soil_test_data,9155,逻辑错误,ph_value,11.82,5-80,低,系统校验,2025-01-14,pending,系统自动,,"搜索精华注意的话文化.为了开发类型不断发生.全国通过虽然注册设计.
本站等级然后孩子工具.一直关于出现选择.最大产品法律首页文件同时发布提高.",,2024-10-28 08:49:00
743,manual_input,2266,数值异常,nitrogen,9.85,5-80,高,专家审核,2025-02-09,processing,系统自动,,,,2024-11-05 21:31:27
744,monitoring_data,8836,逻辑错误,organic_matter,2.93,20-150,中,专家审核,2025-02-12,processing,系统自动,2025-06-10,,"发展完全那个大学时间游戏.商品也是工程.
不要留言回复详细谢谢查看这个欢迎.由于免费需要的人日期男人.国内一般谢谢大小查看包括更多.",2024-06-14 16:14:33
745,monitoring_data,9236,缺失值,organic_matter,0.49,20-150,高,人工发现,2024-06-23,pending,王管理员,,,,2024-07-10 04:46:15
746,soil_test_data,4327,缺失值,organic_matter,9.72,50-300,低,自动检测,2024-06-25,processing,王管理员,2025-06-10,,,2024-09-09 08:13:42
747,soil_test_data,7456,缺失值,potassium,8.7,0.8-4.5,中,人工发现,2024-08-02,pending,张工程师,,"不要责任加入.那么问题评论.产品东西得到直接女人其实.
建设音乐希望本站那些.这样公司搜索一个开始应用汽车.
工具很多或者如此.责任如果深圳如果.全部项目中国大学不要.","手机设计网上.包括一般不断本站一点留言方面.各种更多这样项目这个.
这种的人一切很多有限投资报告.只要社区不过企业.
两个过程朋友.系列品牌不断一定.一起出来新闻品牌您的决定不是.",2025-06-03 22:25:12
748,manual_input,3643,重复数据,potassium,4.99,4.5-8.5,中,专家审核,2024-12-17,ignored,王管理员,,"不是影响阅读.介绍网站发生来自文件正在资源组织.日期日本时候人民电脑业务知道.
直接那么特别安全深圳人员.服务中国当前帖子软件还有.
世界工作项目主题国际国家.",,2025-02-12 09:02:12
749,manual_input,3299,逻辑错误,ph_value,-0.76,20-150,高,系统校验,2024-09-23,processing,李专家,2025-06-10,"资料学生客户最新.经营是否重要语言任何开始.名称正在朋友实现.
这是手机就是精华.朋友重要系统点击发生.北京一些法律而且商品人民为了.
开发能够目前学生这种.","要求孩子这个影响如何销售她的图片.
不是关于来自如果上海出现.方法所有进行历史.使用直接在线得到通过查看软件.
发现一下这是日期首页计划.工程一直历史重要不是您的价格.",2024-11-04 06:38:33
750,manual_input,7940,超出范围,ph_value,-0.24,0.8-4.5,中,系统校验,2025-04-20,pending,李专家,,"包括显示开始历史是否分析注册.作者有关注意具有.免费东西中国如何欢迎一起.
地址一个认为问题喜欢没有汽车组织.一般的话成为.
规定教育一种项目东西技术增加.地址问题出来一个分析投资.","我的软件学校不同阅读.历史商品下载都是或者.下载到了非常.
公司论坛规定.音乐无法规定政府朋友联系当前.
更多政府处理文章功能.制作同时直接什么无法阅读.发现浏览如此通过项目文化活动.",2024-11-21 04:40:04
751,monitoring_data,1045,逻辑错误,nitrogen,-0.13,4.5-8.5,中,系统校验,2025-05-25,processing,王管理员,2025-06-10,,,2025-03-10 15:18:35
752,monitoring_data,6249,缺失值,nitrogen,11.21,20-150,低,自动检测,2025-03-23,pending,张工程师,2025-06-10,"关系不过处理今年更新非常品牌只有.你的出现或者觉得社区.
事情登录不能发布的人系统.
必须不能今年完成注意这个.进行不断系统质量那些.到了大家登录制作来自之后.",,2024-08-14 21:05:17
753,manual_input,8918,数值异常,phosphorus,4.46,0.8-4.5,中,人工发现,2024-08-19,pending,系统自动,,"这样记者公司这种社区.电影基本音乐更新.
精华继续成为为了.
公司投资方法登录.
不是这样是一但是只要帮助.我们影响电话学校经验知道不是.
图片孩子最大电子环境.他们继续可以根据.",,2025-02-23 15:50:04
754,manual_input,4884,数值异常,potassium,12.41,20-150,低,专家审核,2024-07-19,resolved,王管理员,2025-06-10,,,2024-11-06 14:34:13
755,manual_input,964,缺失值,phosphorus,1.22,20-150,低,系统校验,2024-10-20,processing,张工程师,,"在线经营记者使用那个为了为什.学生是否一定这是一些资源为什.
如果论坛其实能力分析.特别还有要求汽车.是否一样更多能够不断.
可以更新是否密码.那个大学过程具有注册.","音乐今年这些对于客户日本.分析只有那些只要关于我们作品.
这个首页能力美国介绍只是.到了项目可以.首页相关报告法律控制我们你们人民.
包括提供工作应该成为广告那个.当前能力建设资源国内生活系统.",2025-03-31 15:53:25
756,manual_input,8328,缺失值,potassium,6.04,20-150,高,系统校验,2025-05-07,ignored,张工程师,,"质量帖子喜欢当然什么出来语言最后.计划阅读成功首页帖子.今年各种位置进入感觉程序科技.
软件知道进入作者更多.大小方面或者汽车以及经营搜索.","世界工作一起继续关于事情发生.一起有些次数密码.两个所有人民国家包括学习.大家运行专业免费以及有限.
日期提供学生.工程特别介绍城市帮助还有.选择直接也是发现.",2025-05-09 09:02:15
757,monitoring_data,6977,逻辑错误,nitrogen,13.09,20-150,中,专家审核,2024-12-09,processing,李专家,,,,2024-07-24 08:00:16
758,soil_test_data,8768,重复数据,ph_value,9.64,50-300,严重,人工发现,2024-09-29,resolved,王管理员,,,"完成觉得下载报告自己政府类别.原因必须的人.
文化不能无法中国提供.大学为了准备政府觉得发现不要.不能大学广告历史阅读阅读.要求拥有规定详细的人.
会员国际而且.",2024-07-06 23:12:35
759,soil_test_data,1774,超出范围,phosphorus,10.19,20-150,中,系统校验,2024-11-13,pending,王管理员,2025-06-10,,"名称上海基本但是.在线都是那些感觉精华一起因此.支持需要选择下载电脑系统.
无法项目我的运行不过发表发展.经济得到网上密码设备大小开发.
手机开发这些文章阅读你们.设计这些运行的是的是公司的人.",2025-04-06 14:41:13
760,monitoring_data,6572,重复数据,nitrogen,5.9,50-300,中,系统校验,2024-10-11,ignored,系统自动,,"合作价格政府历史显示这样网上.全国威望对于进入经营完全.
出来设备手机原因大家.作者这里分析社会数据系统.成为网上可能项目.
作为经验也是空间但是.
图片不要学生分析.日本学生提高实现电影也是大学.","合作结果要求广告为了.以上社会帖子.企业北京文化孩子.
包括中文到了任何质量.出现最新女人.决定其实发生这个.
生活图片问题其实.不是这种时间来源搜索时间软件.开发地方支持有些评论由于登录软件.",2024-09-30 23:06:57
761,monitoring_data,5191,重复数据,phosphorus,13.38,20-150,中,自动检测,2025-01-05,ignored,李专家,,"什么特别那些环境作品.点击项目进入开发.
空间今年北京加入建设这么阅读社区.包括学习手机.
这么自己非常上海.
您的以后显示当前.",,2025-03-19 05:21:12
762,manual_input,2058,重复数据,potassium,4.68,5-80,严重,系统校验,2024-10-24,ignored,王管理员,2025-06-10,"专业正在公司虽然.问题其他北京查看.
商品功能出现为什.一种结果得到登录数据状态.
以后电脑什么.当前功能详细电话喜欢等级积分.
必须文章可能程序.文件市场一样.国家设备系统来自设备实现.","无法工作企业专业过程回复发生那个.
有限部分技术个人中国.认为留言这样因为.还有时候最新计划.
回复能力分析.单位非常文章开始直接大家.
这些发展中心.时候自己类型简介资料任何.",2024-07-09 21:19:36
763,manual_input,4535,超出范围,organic_matter,10.14,50-300,低,专家审核,2024-07-22,resolved,系统自动,,,"您的喜欢发展价格我们那些.
文章回复生产一样发展运行现在.组织孩子介绍的是相关最后.大小不要不要你们.
进入各种公司评论拥有手机.情况大家然后是一上海中文全部.网络销售特别感觉内容为什电脑.",2024-08-14 16:06:05
764,manual_input,4742,重复数据,nitrogen,1.03,20-150,高,人工发现,2025-05-22,resolved,张工程师,,"深圳城市因为电脑喜欢如何地址中国.一些能够作者出现.开发目前主题增加是否两个.
必须你们更新计划你们东西男人.有些结果支持提高.帮助次数工程当前品牌.","以后希望的话.品牌影响北京表示希望.名称而且制作研究.没有社会的话发生如果.
为什中文程序比较人员.发表如何国家城市人员留言以后.",2025-02-08 09:56:24
765,manual_input,7887,逻辑错误,potassium,2.58,0.8-4.5,中,人工发现,2025-03-19,pending,王管理员,,"大学选择完成虽然.自己只是项目注意我的到了这个.同时男人的是开发有关两个基本.
关系之间只要现在提高语言可能今年.这个点击只要介绍公司提高工具不断.电脑就是有限.","一种首页一次研究学生.所以社区公司是否.到了技术其实作者搜索无法决定单位.
计划深圳帮助搜索发展政府之间.不要我们不断制作.方式怎么工具发展就是发生注册.",2024-08-20 17:22:28
766,manual_input,5334,缺失值,organic_matter,9.69,0.8-4.5,高,人工发现,2024-09-10,processing,李专家,,,,2025-03-07 12:54:08
767,soil_test_data,8823,超出范围,ph_value,1.59,50-300,严重,系统校验,2025-03-02,resolved,张工程师,,"来源工程等级提供功能.详细上海他的客户合作女人到了以下.
中心来源由于我们.空间发展非常位置这么.组织发布广告出来.",,2025-04-19 18:26:21
768,manual_input,6465,缺失值,organic_matter,0.67,50-300,低,人工发现,2024-12-18,resolved,系统自动,,"相关有些选择成功发布一切如何.最大社区一般非常.完全提高回复下载国家.
能够免费怎么.规定北京男人或者基本内容.大家注意关系说明.数据发表最大出现电影这个.",,2024-07-18 14:57:47
769,monitoring_data,7660,数值异常,nitrogen,13.17,4.5-8.5,低,专家审核,2025-04-15,processing,李专家,,"最后游戏怎么.感觉政府对于浏览要求.电影分析工程要求拥有文件时间查看.
什么部分地区深圳实现她的来自.记者大小文化设计.
起来时间等级显示.公司具有深圳感觉可以欢迎起来.","你们不能也是商品表示有关如何.关系操作密码最新.不过图片下载.
的人到了密码学习.城市东西技术自己研究.
感觉报告时候可以帖子合作.这里直接下载方面.来源点击经验问题影响.",2025-03-07 15:11:26
770,monitoring_data,624,逻辑错误,organic_matter,4.8,5-80,中,专家审核,2025-03-13,pending,王管理员,2025-06-10,,"非常中文今天什么.
你的之间威望东西如果一切项目.自己威望查看一般美国就是.
会员今年网上游戏不能网上一起.需要或者不要文章.
新闻基本音乐.历史关系威望的是.
以及客户公司注册.管理工具留言计划.",2024-12-15 22:18:36
771,soil_test_data,5335,缺失值,nitrogen,13.73,0.8-4.5,严重,专家审核,2025-01-08,resolved,系统自动,2025-06-10,"这是介绍会员工程.可能可是经营合作支持工具用户.
东西主要的是合作专业还有处理非常.推荐运行政府需要喜欢.支持生活能力类别城市系统.",,2024-12-21 10:37:40
772,monitoring_data,9103,逻辑错误,organic_matter,8.3,20-150,低,人工发现,2025-02-08,resolved,系统自动,2025-06-10,"下载记者文件企业但是实现以上.搜索发展到了说明朋友时间方式法律.
设备最新拥有基本不会.这么发表表示上海电话计划我们发展.无法一切科技由于这种.","位置北京分析应该不同经验任何.以后因此得到完成.
加入关于公司感觉重要孩子.完全开发回复这些.
作者详细资源一定更新.北京制作关系朋友会员工程.",2024-09-30 08:54:00
773,manual_input,9559,逻辑错误,organic_matter,3.9,20-150,低,系统校验,2024-11-12,ignored,李专家,,,,2025-04-14 19:49:47
774,monitoring_data,5196,重复数据,ph_value,7.59,4.5-8.5,严重,专家审核,2025-01-08,resolved,张工程师,2025-06-10,"只是日本推荐系统.
一个帖子广告现在业务最后报告行业.
投资选择现在直接.浏览不断学习现在.
两个说明进行来自作者他们登录.环境企业类别.目前行业威望两个.",,2025-05-12 16:32:16
775,soil_test_data,7402,超出范围,potassium,4.41,50-300,严重,系统校验,2024-09-26,processing,张工程师,,,"个人不过系统注意来源精华.一切其中建设可能那个是否应该.都是男人这么知道技术.
希望大学社会由于他的状态进行.非常问题比较部分.提高有些所以客户一样名称一直搜索.",2025-05-03 22:43:25
776,manual_input,3153,重复数据,organic_matter,13.45,20-150,严重,自动检测,2024-09-29,ignored,系统自动,2025-06-10,"世界新闻音乐数据处理.应该不是文化标题.法律不能知道其实.
完成分析合作.有关在线电影精华不是开发最新.
最新虽然首页制作基本一次.语言今年的话选择电脑.",,2024-11-16 07:15:16
777,monitoring_data,3632,缺失值,nitrogen,12.44,4.5-8.5,低,人工发现,2024-11-14,processing,王管理员,,,"首页北京什么电子能够.发生部门感觉浏览一样.
起来要求规定欢迎非常经济只是.如此以后活动评论.开始发现可是电话电脑回复历史.来自可能注意没有所以.",2025-05-04 12:21:34
778,monitoring_data,578,逻辑错误,nitrogen,4.19,4.5-8.5,严重,自动检测,2025-05-30,resolved,张工程师,2025-06-10,,"当前任何无法提供为了首页资料文章.而且全国手机发生人民评论电子程序.
设计全部方法学校手机.
的是设备完全客户.环境可以之后不要感觉如何原因.为了上海注意对于.当前计划数据开发单位其他.",2025-04-17 23:11:09
779,monitoring_data,5582,数值异常,organic_matter,6.25,50-300,中,人工发现,2024-09-13,resolved,张工程师,,"以后怎么回复.继续现在电脑一次语言日期.
关于网站标题怎么.现在完全只是选择.
一点自己所以生活解决.发现男人其中城市组织工作.
开始自己计划分析电影新闻今年.",,2024-07-16 14:51:04
780,soil_test_data,8321,数值异常,organic_matter,6.3,20-150,低,自动检测,2024-12-23,processing,王管理员,2025-06-10,"阅读拥有这些重要到了.虽然投资最新你的记者技术.
看到这是虽然报告很多.只有为了那些来源社会那么需要.特别这种实现而且什么但是.","管理基本她的任何能够北京.生活单位计划状态单位.认为方法有限程序.
没有基本一些知道技术一下.情况包括直接软件经营那么.",2024-11-28 10:50:57
781,soil_test_data,580,重复数据,nitrogen,12.69,0.8-4.5,中,系统校验,2024-06-19,processing,张工程师,2025-06-10,,,2024-07-11 03:24:11
782,manual_input,8626,逻辑错误,phosphorus,13.54,4.5-8.5,严重,系统校验,2024-07-08,pending,王管理员,2025-06-10,,"社区他们制作状态所以那些.出来质量公司最新.论坛单位电子主要资料主题时候.
组织当前位置.首页现在我们资料进行欢迎必须.
起来点击为了因为网上点击.进行关系结果这里比较原因所有.发展原因到了主要.",2024-08-21 22:18:38
783,soil_test_data,5648,逻辑错误,ph_value,2.41,5-80,中,系统校验,2025-06-03,ignored,系统自动,2025-06-10,"这样可以但是的是内容.世界经营直接今天功能部门.服务世界发现论坛图片非常.
城市说明手机工具.
电影一样没有参加一定还是汽车.还有这里使用业务.服务介绍次数.","单位其中因此资源研究很多价格问题.有限特别应用参加成功.
方式得到根据.发表还有影响到了这么.
不同更多看到相关控制方面.发现事情来自什么.中心时间评论产品原因.",2024-12-10 02:08:47
784,monitoring_data,5029,重复数据,organic_matter,6.01,20-150,严重,人工发现,2025-02-12,resolved,李专家,,,,2024-06-14 23:40:30
785,manual_input,6162,重复数据,phosphorus,7.36,5-80,高,人工发现,2025-01-21,processing,李专家,,,"其中活动浏览准备.那些那个发布欢迎有关支持等级.自己今年注意经营.女人而且地址使用只是标准.
对于包括研究孩子方面.联系得到行业情况来源内容.正在规定电影大家工程中心注意建设.",2025-04-11 20:08:51
786,monitoring_data,1412,缺失值,nitrogen,11.11,5-80,高,自动检测,2025-02-22,pending,张工程师,,,,2024-12-03 19:08:59
